SMILES,HBA,BertzCT,TPSA,RotB,LogP,MolWt,AroProp,logS
CC1CCCO1,1,37.20310343869659,9.23,0,1.1853,86.134,0.0,0.11
Oc1ccc2ccccc2c1,1,379.2844903986785,20.23,0,2.5454,144.17299999999997,0.9090909090909092,-2.28
CC(C)N(=O)=O,2,59.813537528125096,43.14,1,0.6715,89.094,0.0,-0.62
CCCCCCCC(C)O,1,59.74860596185444,20.23,6,2.727700000000002,144.258,0.0,-2.74
CCCCCCCC(=O)C,1,86.72905595320054,17.07,6,2.935900000000001,142.242,0.0,-2.58
CCCCCCC(C)O,1,50.52932501298081,20.23,5,2.337600000000001,130.231,0.0,-2.09
CCCCCCC(=O)C,1,76.63682062300136,17.07,5,2.5458000000000007,128.21499999999995,0.0,-2.05
CCCC(C)O,1,25.11941547876375,20.23,2,1.1673,88.14999999999999,0.0,-0.29
CCCC(=O)C,1,47.90013452989013,17.07,2,1.3755,86.13399999999999,0.0,-0.19
OCCOc1ccccc1,2,171.872282370036,29.46,3,1.0577,138.16599999999997,0.6,-0.7
CC(C)O,1,8.0,20.23,0,0.3871,60.096,0.0,0.43
O=C1CCCN1,1,61.94833690207419,29.1,0,-0.1036,85.10600000000001,0.0,1.07
CCCCCCCCCC(C)O,1,79.07329781366415,20.23,8,3.5079000000000025,172.312,0.0,-2.94
CC(C)(C)CCO,1,42.63193444574935,20.23,1,1.4149,102.177,0.0,-0.5
CC(O)C(C)(C)C,1,49.69058447171098,20.23,0,1.4133,102.177,0.0,-0.62
CC(=O)C(C)(C)C,1,76.67103446305711,17.07,0,1.6215,100.161,0.0,-0.72
CCC(C)(C)CC,0,38.0,0.0,2,2.832600000000001,100.20499999999998,0.0,-4.23
O=N(=O)c1cc(Cl)c(Cl)cc1,2,300.6337992264624,43.14,1,2.901600000000001,192.001,0.5454545454545454,-3.2
Oc1ccc(Cl)c(Cl)c1,1,222.29788705001033,20.23,0,2.6990000000000007,163.003,0.6666666666666666,-1.25
Cc1ccc(O)cc1C,1,215.80766205433727,20.23,0,2.0090399999999997,122.167,0.6666666666666666,-1.38
Cc1ccncc1C,1,160.49662946459569,12.89,0,1.69844,107.156,0.75,0.36
Clc1ccc(cc1Cl)c2ccccc2 ,0,435.3296467381504,0.0,1,4.660400000000002,223.102,0.8571428571428571,-6.39
Oc1cc(Cl)cc(Cl)c1,1,171.82006515716174,20.23,0,2.699,163.003,0.6666666666666666,-1.34
Cc1cc(C)cc(O)c1,1,165.32984016148868,20.23,0,2.0090399999999997,122.16699999999996,0.6666666666666666,-1.4
Cc1cncc(C)c1,1,164.24662946459569,12.89,0,1.69844,107.15599999999998,0.75,0.38
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,4,765.5755985859741,75.71,6,2.782800000000001,352.39000000000004,0.4615384615384615,-5.071
COc1cccc(Cl)c1,1,197.86256853719752,9.23,1,2.3486,142.58499999999998,0.6666666666666666,-2.78
c1c(Cl)cccc1c2ccccc2,0,392.8790477621569,0.0,1,4.007000000000002,188.657,0.9230769230769232,-4.88
Oc1cccc(Cl)c1,1,168.38833891467198,20.23,0,2.0456,128.558,0.75,-0.7
ClCCC#N ,1,45.344977967946406,23.79,1,1.13888,89.525,0.0,-0.29
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,4,734.6204742966938,75.71,4,2.0025999999999993,324.33600000000007,0.5,-4.47
CCC(O)(CC)CC,1,47.14250306506799,20.23,3,1.9475,116.204,0.0,-0.85
CCCCC(O)CC,1,43.65148445440322,20.23,4,1.9475,116.20399999999998,0.0,-1.47
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,4,812.1962606250394,75.71,9,3.9531000000000023,394.471,0.4137931034482758,-6.301
CCCC(O)CC,1,35.161259458730164,20.23,3,1.5574,102.177,0.0,-0.8
CCCC(=O)CC,1,57.20035947603792,17.07,3,1.7656,100.161,0.0,-0.83
O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,4,796.6299620703873,75.71,8,3.5630000000000024,380.444,0.4285714285714285,-5.886
CCC#CCC,0,53.84283310353014,0.0,0,1.8098,82.14599999999999,0.0,-1.99
CC(C)C=C,0,27.019550008653876,0.0,1,1.8284,70.135,0.0,-2.73
CC(C)C(C)O,1,24.919684538543997,20.23,1,1.0232,88.14999999999999,0.0,-0.18
CC(C)C(=O)C,1,54.95878455585175,17.07,1,1.2314,86.13399999999999,0.0,-0.12
CCC(C)CCO,1,35.161259458730164,20.23,3,1.4149,102.177,0.0,-0.72
CCC(C)CCO,1,35.161259458730164,20.23,3,1.4149,102.177,0.0,-0.71
CCC(C)C(=O)C,1,66.58027134782354,17.07,2,1.6215,100.161,0.0,-0.67
CCCCC(C)(O)CC,1,66.96788691072805,20.23,4,2.3376,130.23099999999997,0.0,-1.6
CCCC(C)(O)CC,1,57.407165571558394,20.23,3,1.9475,116.20399999999998,0.0,-0.98
CCC(C)(O)CC,1,42.14170945007629,20.23,2,1.5574,102.17699999999998,0.0,-0.36
CC(C)CCO,1,25.11941547876375,20.23,2,1.0248,88.14999999999999,0.0,-0.51
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,0,1038.130433495046,0.0,0,5.553220000000004,268.3589999999999,0.8571428571428571,-7.92
CCCCC(C)CC,0,39.30296890880645,0.0,4,3.2227000000000023,114.232,0.0,-5.16
Cc1c[nH]c2ccccc12 ,0,346.2557528676839,15.79,0,2.4763200000000003,131.17799999999997,0.9,-2.42
CCC(C)CC,0,19.219280948873624,0.0,2,2.442500000000001,86.178,0.0,-3.68
Cc1cccc(O)c1,1,164.24662946459569,20.23,0,1.7006199999999998,108.14,0.75,-0.68
CCCCCC(O)CC,1,52.52932501298081,20.23,5,2.3376,130.23099999999997,0.0,-1.98
O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,4,827.789371245379,75.71,10,4.343200000000004,408.498,0.4,-6.523
CCC(O)CC,1,23.11941547876375,20.23,2,1.1673,88.15,0.0,-0.24
CCC(=O)CC,1,41.90013452989013,17.07,2,1.3755,86.134,0.0,-0.28
O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,4,781.089956071775,75.71,7,3.172900000000002,366.417,0.4444444444444444,-4.678
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,4,750.0860960580177,75.71,5,2.3927000000000005,338.36300000000006,0.48,-4.907
Clc1ccc(cc1)c2ccc(Cl)cc2 ,0,371.5796467381504,0.0,1,4.660400000000002,223.102,0.8571428571428571,-6.56
Oc1ccc(Br)cc1,1,147.38833891467198,20.23,0,2.1547,173.009,0.75,-1.09
Cc1ccc(Br)cc1,0,143.24662946459569,0.0,0,2.7575200000000013,171.03700000000003,0.75,-3.19
COc1ccc(Cl)cc1,1,180.61256853719752,9.23,1,2.3486,142.585,0.6666666666666666,-2.78
Oc1ccc(Cl)cc1,1,147.38833891467198,20.23,0,2.0456,128.558,0.75,-0.7
Cc1ccc(Cl)cc1,0,143.24662946459569,0.0,0,2.6484200000000007,126.586,0.75,-3.08
CCc1ccc(C)cc1,0,171.73472797861993,0.0,1,2.5574200000000005,120.19499999999996,0.6666666666666666,-3.11
CCCC(O)CCC,1,37.65148445440323,20.23,4,1.9475,116.204,0.0,-1.4
CCCC(=O)CCC,1,58.78707744334402,17.07,4,2.1557000000000004,114.188,0.0,-1.3
c1(O)cc(O)ccc1CCCCCC,2,281.65026016439094,40.46,5,3.220600000000001,194.27399999999992,0.4285714285714285,-2.59
Oc1ccncc1,2,138.00750422530467,33.120000000000005,0,0.7871999999999999,95.10099999999998,0.8571428571428571,1.02
CC(C)c1ccc(C)cc1,0,193.78322454351996,0.0,1,3.118420000000002,134.22199999999998,0.6,-3.77
COc1ncnc2nccnc12 ,5,398.0334383297276,60.790000000000006,1,0.4283999999999998,162.15200000000002,0.8333333333333334,-1.11
CC(C)CC(C)O,1,33.444678358882754,20.23,2,1.4133,102.17699999999998,0.0,-0.8
CC(C)CC(=O)C,1,64.58027134782355,17.07,2,1.6215,100.161,0.0,-0.74
Cc1ccc(cc1)c2ccccc2,0,370.54288143497655,0.0,1,3.662020000000002,168.239,0.9230769230769232,-4.62
CC(C)CCCO,1,33.161259458730164,20.23,3,1.4149,102.177,0.0,-1.14
Cc1ncnc2nccnc12,4,379.6022868931489,51.56,0,0.7282199999999999,146.15299999999996,0.9090909090909092,-0.466
CC(=O)Nc1ccc(cc1)N(=O)=O,3,331.74730523753374,72.24000000000001,2,1.5531999999999997,180.163,0.4615384615384615,-2.692
OCCCC=C,1,32.919684538544,20.23,3,0.9449,86.134,0.0,-0.15
O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,3,347.42596479667276,75.27000000000001,3,1.1050999999999993,224.25999999999996,0.0,-2.253
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,3,372.55492181215095,75.27000000000001,3,1.3510999999999993,238.287,0.0,-2.593
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,3,314.5766636881138,75.27000000000001,4,0.4909999999999996,208.21699999999996,0.0,-2.077
O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,3,290.62919048309067,75.27000000000001,2,0.6507999999999994,212.249,0.0,-2.766
O=C1NC(=O)NC(=O)C1(C)C,3,222.21195064185667,75.27000000000001,0,-0.6214000000000004,156.141,0.0,-1.742
Oc2ccc1CCCCc1c2 ,1,265.57532913285405,20.23,0,2.271,148.205,0.5454545454545454,-1.99
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,0,955.5588177778452,0.0,0,5.763040000000004,256.348,0.9,-7.01
O=C1NC(=O)NC(=O)C1(CC)CC=C,3,289.1789276376484,75.27000000000001,3,0.3248999999999995,196.20599999999996,0.0,-1.614
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,3,313.5592023607486,75.27000000000001,3,0.5708999999999995,210.233,0.0,-1.708
O=C1NC(=O)NC(=O)C1(C)CC=C,3,275.7642645701818,75.27000000000001,2,-0.0652000000000003,182.17899999999997,0.0,-1.16
O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,3,502.2977111302936,75.27000000000001,3,0.8664999999999998,244.25,0.3333333333333333,-2.369
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,3,303.19136469282626,75.27000000000001,4,1.1849999999999992,226.27599999999995,0.0,-2.658
O=C1NC(=O)NC(=O)C1(CC)C(C)C,3,276.43219213017323,75.27000000000001,2,0.4047999999999994,198.222,0.0,-2.148
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,3,461.783925345171,75.27000000000001,2,0.7003999999999997,232.239,0.3529411764705882,-2.322
Fc1c[nH]c(=O)[nH]c1=O ,2,312.83394095677266,65.72,0,-0.7977000000000001,130.078,0.6666666666666666,-1.077
Oc1cccc2ncccc12 ,2,378.7244463345713,33.120000000000005,0,1.9404,145.161,0.9090909090909092,-2.54
O=C1NC(=O)NC(=O)C1(C)CC,3,239.37710316891452,75.27000000000001,1,-0.2313000000000005,170.16799999999998,0.0,-1.228
c1cccc2c3c(C)cc4ccccc4c3ccc12,0,916.7400111490208,0.0,0,5.454620000000004,242.321,0.9473684210526316,-6.59
Nc1c(C)c[nH]c(=O)n1 ,3,265.1507718109345,71.77000000000001,0,-0.3394800000000001,125.131,0.6666666666666666,-1.458
CCCCC(=O)CCCC,1,76.72905595320057,17.07,6,2.935900000000001,142.242,0.0,-2.58
Nc3cc2c1ccccc1ccc2c4ccccc34 ,1,922.391983878487,26.02,0,4.728400000000002,243.309,0.9473684210526316,-6.2
Oc2ccc1ncccc1c2 ,2,383.97444633457127,33.120000000000005,0,1.9403999999999997,145.161,0.9090909090909092,-2.16
COc2cnc1ncncc1n2,5,403.2834383297276,60.790000000000006,1,0.4283999999999998,162.15200000000002,0.8333333333333334,-1.139
Cc1cc2c3ccccc3ccc2c4ccccc14,0,916.7400111490206,0.0,0,5.454620000000004,242.321,0.9473684210526316,-6.57
Cc1c2ccccc2c(C)c3ccc4ccccc4c13,0,961.5588177778452,0.0,0,5.763040000000005,256.348,0.9,-7.02
COc2cnc1cncnc1n2,5,403.2834383297276,60.790000000000006,1,0.4283999999999998,162.152,0.8333333333333334,-0.91
Cc2cnc1cncnc1n2,4,384.85228689314886,51.56,0,0.7282199999999998,146.153,0.9090909090909092,-0.854
Oc1cccc2cccnc12 ,2,378.7244463345713,33.120000000000005,0,1.9403999999999997,145.16099999999997,0.9090909090909092,-2.42
Cc1c2ccccc2c(C)c3ccccc13,0,560.9984465766782,0.0,0,4.609840000000004,206.288,0.875,-6.57
c3ccc2c(O)c1ccccc1cc2c3 ,1,586.9571121386949,20.23,0,3.6986000000000017,194.233,0.9333333333333332,-4.73
Cc1c2ccccc2cc3ccccc13,0,581.6567221133736,0.0,0,4.301420000000003,192.261,0.9333333333333332,-5.89
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,9,743.5541844393117,55.38000000000001,10,5.630000000000004,466.47900000000016,0.4444444444444444,-6.237
C1Cc2cccc3cccc1c23,0,401.9826286215576,0.0,0,2.9384000000000015,154.21199999999996,0.8333333333333334,-4.63
C1=Cc2cccc3cccc1c23,0,437.6123343735664,0.0,0,3.3236000000000017,152.19599999999994,0.8333333333333334,-3.96
COP(=O)(NC(C)=O)SC ,4,163.8856389575664,55.4,3,1.24,183.169,0.0,0.54
CC(=O)N,1,29.019550008653873,43.09,0,-0.5084,59.068,0.0,1.58
CC(=O)Nc1ccccc1,1,217.9590174505521,29.1,1,1.6449999999999998,135.16599999999997,0.6,-1.33
CC(=O)Nc1nnc(s1)S(N)(=O)=O ,6,422.3524682639893,115.04,2,-0.8561000000000003,222.251,0.3846153846153846,-2.36
CC#N,1,24.264662506490406,23.79,0,0.52988,41.053,0.0,0.26
CC(=O)c1ccccc1,1,201.06743705866424,17.07,1,1.8892,120.15099999999995,0.6666666666666666,-1.28
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,5,664.0009465875022,89.43,3,1.9493400000000003,293.34800000000007,0.55,-3.59
c3ccc2nc1ccccc1cc2c3,1,493.95635116211264,12.89,0,3.3880000000000017,179.22199999999998,1.0,-3.67
C=CC=O,1,24.264662506490403,17.07,1,0.3712999999999999,56.064,0.0,0.57
C=CC#N,1,48.793987519471216,23.79,0,0.6959799999999999,53.06399999999999,0.0,0.15
Nc1ncnc2nc[nH]c12 ,4,351.5657969317911,80.47999999999999,0,-0.0648999999999999,135.13,0.9,-2.12
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,3,616.1698355860839,51.21,0,3.2664000000000017,300.3980000000001,0.0,-3.48
CCc1cccc(CC)c1N(COC)C(=O)CCl ,2,384.5305068733243,29.54,6,2.9871000000000016,269.77199999999993,0.3333333333333333,-3.26
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,5,681.8889217536757,91.67000000000002,3,1.8457,360.4500000000001,0.0,-3.85
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,0,480.66067707067873,0.0,0,5.270200000000002,364.914,0.0,-6.307
NC(=O)NC1NC(=O)NC1=O ,3,225.3770603374623,113.32,1,-2.1798,158.117,0.0,-1.6
C=CCS(=O)SCC=C,2,120.22626787690945,17.07,5,1.7553,162.27899999999997,0.0,-0.83
O=c1[nH]cnc2[nH]ncc12 ,3,400.94019739120694,74.43,0,-0.3538,136.114,0.9,-2.266
O=C1NC(=O)C(=O)C(=O)N1 ,4,221.64214629221044,92.34,0,-2.0785,142.07,0.0,-1.25
C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),8,503.2842925844209,191.0,1,-4.819399999999998,286.156,0.0,-1.99
CN(C)c1nc(nc(n1)N(C)C)N(C)C,6,268.63201166582786,48.39000000000001,3,0.0696000000000001,210.285,0.4,-3.364
CCNc1nc(NC(C)C)nc(SC)n1,6,315.37105540415854,62.73,5,1.8455999999999997,227.337,0.4,-3.04
OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O ,12,759.6629378441625,202.31999999999996,7,-3.1080199999999985,457.4320000000001,0.1875,-0.77
CNC(=O)Oc1ccc(N(C)C)c(C)c1,3,361.6055960561882,41.57,2,1.77922,208.26099999999997,0.4,-2.36
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,4,578.702310213792,30.17,2,1.55042,231.299,0.6470588235294118,-0.364
Nc1nccs1 ,3,112.35361803232176,38.91,0,0.7253000000000001,100.146,0.8333333333333334,-0.36
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,2,653.1153896300215,27.96,4,4.871880000000004,293.41400000000004,0.5454545454545454,-5.47
Nc1nc[nH]n1,3,109.10850553448525,67.59,0,-0.6131000000000002,84.082,0.8333333333333334,0.522
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,3,303.19136469282626,75.27000000000001,4,1.1849999999999998,226.276,0.0,-2.468
Cc2c(N)c(=O)n(c1ccccc1)n2C,4,536.9509441597285,52.95,1,1.0666200000000003,203.245,0.7333333333333333,-0.624
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,4,552.1180743775652,55.24,4,2.1311,256.30499999999995,0.631578947368421,-2.596
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,2,545.7696078462164,34.14,0,4.087400000000003,286.415,0.0,-3.69
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,2,458.4827066363416,37.3,0,3.959100000000003,290.447,0.0,-4.402
COc1ccc(C=CC)cc1,1,233.55461928814677,9.23,2,2.728300000000001,148.20499999999998,0.5454545454545454,-3.13
Nc1ccccc1,1,134.10736969541455,26.02,0,1.2688,93.129,0.8571428571428571,-0.41
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,5,516.6525869673495,38.77,7,4.331900000000004,367.86,0.2857142857142857,-4.432
COc1ccccc1,1,145.73281445033504,9.23,1,1.6952,108.13999999999996,0.75,-1.85
c1ccc2cc3ccccc3cc2c1,0,488.7590985891403,0.0,0,3.993000000000002,178.23399999999995,1.0,-6.35
O=C1c2ccccc2C(=O)c3ccccc13,2,506.13733595521376,34.14,0,2.4620000000000006,208.216,0.75,-5.19
Cc1cc(=O)n(c2ccccc2)n1C,3,493.75123770895806,26.93,1,1.48442,188.23,0.7857142857142857,0.715
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,4,680.7234211788236,56.220000000000006,2,2.0642199999999997,300.3620000000001,0.2727272727272727,-3.538
OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,3,903.2395331906188,54.37,2,5.505100000000005,366.84400000000016,0.4615384615384615,-5.931
CCNc1nc(NC(C)C)nc(OC)n1,6,315.37105540415854,71.96000000000001,5,1.1322999999999996,211.269,0.4,-2.084
CCNc1nc(Cl)nc(NC(C)C)n1,5,301.7831548601487,62.73,4,1.7770999999999997,215.688,0.4285714285714285,-3.85
CCN(CC)C(=O)CSc1ccc(Cl)nn1,4,340.422307952826,46.09,5,2.0904999999999996,259.762,0.375,-1.716
N(=Nc1ccccc1)c2ccccc2,2,365.35156717534267,24.72,2,4.102000000000002,182.226,0.8571428571428571,-4.45
CNC(=O)C=C(C)OP(=O)(OC)OC,5,267.25371961519227,73.86,5,1.0537,223.16499999999996,0.0,0.651
ClCC#CCOC(=O)Nc1cccc(Cl)c1,2,423.4830061079114,38.33,2,3.130700000000001,258.104,0.375,-4.37
O=C1NC(=O)NC(=O)C1(CC)CC,3,246.56270446889653,75.27000000000001,2,0.1587999999999993,184.19499999999996,0.0,-2.4
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,5,1085.2804921773177,118.36,3,1.6254,421.4220000000001,0.4444444444444444,-3.59
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,5,569.6129198986837,89.51999999999998,7,4.148200000000004,335.28200000000004,0.2608695652173913,-5.53
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,7,707.8365033465442,68.31,8,4.057500000000004,410.53600000000023,0.2142857142857142,-4.71
c1c(NC(=O)c2ccccc2(I))cccc1,1,496.2955976569277,29.1,2,3.5435000000000016,323.133,0.75,-4.21
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,5,650.7065804079459,85.25,4,2.572400000000001,290.323,0.4285714285714285,-4.883
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,6,606.169366771198,64.63,10,3.7726000000000024,397.52400000000006,0.2608695652173913,-4.2
O=Cc1ccccc1,1,167.00151696675914,17.07,1,1.4991,106.12399999999997,0.75,-1.19
NC(=O)c1ccccc1,1,205.415952604261,43.09,1,0.7855000000000001,121.13899999999995,0.6666666666666666,-0.96
c1ccccc1,0,71.96100505779535,0.0,0,1.6866,78.11399999999999,1.0,-1.64
c1ccccc1C(O)c2ccccc2,1,340.99502151011234,20.23,2,2.768300000000001,184.238,0.8571428571428571,-2.55
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,5,579.670248604383,90.06,5,1.1077,260.253,0.5789473684210527,-2.81
C1c2ccccc2c3ccc4ccccc4c13,0,722.9398740759323,0.0,0,4.411000000000003,216.283,0.9411764705882352,-6.68
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,0,1069.7218869027129,0.0,0,5.737200000000003,252.31599999999997,1.0,-8.699
c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,0,993.1157323868964,0.0,0,5.640400000000003,252.31599999999997,1.0,-8.23
C1c2ccccc2c3cc4ccccc4cc13,0,722.9398740759323,0.0,0,4.411000000000002,216.283,0.9411764705882352,-8.04
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,0,998.0049697160237,0.0,0,5.737200000000003,252.31599999999997,1.0,-7.8
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,0,987.8657323868964,0.0,0,5.640400000000003,252.31599999999997,1.0,-8.0
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,0,915.8657323868964,0.0,0,5.640400000000003,252.31599999999997,1.0,-8.49
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,1193.645129820059,0.0,0,6.3282000000000025,276.338,1.0,-9.018
CCOC(=O)c1ccc(N)cc1,3,266.36195376207496,52.32,2,1.4455,165.19199999999998,0.5,-2.616
OC(C(=O)c1ccccc1)c2ccccc2,2,462.6087192277257,37.3,3,2.602900000000001,212.248,0.75,-2.85
N#Cc1ccccc1,1,195.37685258695325,23.79,0,1.55828,103.12399999999997,0.75,-1.0
O=C(c1ccccc1)c2ccccc2,1,376.003255415297,17.07,2,2.917600000000001,182.222,0.8571428571428571,-3.12
c2ccc1scnc1c2 ,2,282.89393676634353,12.89,0,2.2962999999999996,135.191,1.0,-1.5
c2ccc1[nH]nnc1c2,2,282.28075871425636,41.57,0,0.9578999999999998,119.127,1.0,-0.78
c2ccc1ocnc1c2,2,282.89393676634353,26.03,0,1.8278,119.12299999999998,1.0,-1.16
ClCc1ccccc1,0,145.73281445033504,0.0,1,2.4254000000000007,126.58599999999996,0.75,-2.39
FC(F)(F)c1ccccc1,0,199.8412460336634,0.0,0,2.705400000000001,146.111,0.6,-2.51
NC(=O)NCc1ccccc1 ,1,233.1071909292143,55.120000000000005,2,0.8548999999999998,150.18099999999998,0.5454545454545454,-0.95
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,6,956.7669810831956,100.90000000000002,6,3.636800000000003,476.5850000000002,0.0,-4.71
C(Cc1ccccc1)c2ccccc2,0,322.26859780947655,0.0,3,3.4718000000000018,182.266,0.8571428571428571,-4.62
c1ccc(cc1)c2ccccc2,0,297.4313204906765,0.0,1,3.353600000000002,154.21199999999996,1.0,-4.345
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,2,835.5299589568695,25.78,1,4.450000000000003,256.308,1.0,-5.4
CC1(C)C2CCC1(C)C(O)C2,1,185.3117986128446,20.23,0,2.1935,154.253,0.0,-2.32
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,3,447.1056682573318,54.86,2,1.57852,261.11899999999997,0.4285714285714285,-2.523
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,4,1507.150749135312,70.67,6,7.183700000000006,527.4140000000002,0.8,-4.445
Brc1ccccc1,0,134.10736969541455,0.0,0,2.4491000000000005,157.01,0.8571428571428571,-2.55
ClCBr,0,4.754887502163469,0.0,0,1.5776,129.384,0.0,-0.89
BrC(Cl)Cl,0,10.75488750216347,0.0,0,2.1425,163.82899999999998,0.0,-1.54
CCBr,0,2.754887502163469,0.0,0,1.4012,108.966,0.0,-1.09
CBr,0,2.0,0.0,0,1.0111,94.939,0.0,-0.79
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,4,435.5367539129217,27.69,4,4.652000000000002,366.0,0.375,-6.09
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,3,603.109197339405,46.53,4,4.3991000000000025,428.12000000000006,0.5454545454545454,-4.93
Oc1c(Br)cc(C#N)cc1Br ,2,306.6978379924635,44.02,0,2.78888,276.91499999999996,0.5454545454545454,-3.33
c1ccccc1n2ncc(N)c(Br)c2(=O),4,536.1089189358535,60.91,1,1.5771999999999995,266.098,0.8,-3.127
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,6,573.0242589867888,84.42,8,1.74462,316.4270000000001,0.2857142857142857,-4.16
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,3,291.78936172707694,75.27000000000001,3,0.7948999999999993,212.24899999999997,0.0,-2.39
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,2,432.36776915934104,38.33,1,3.999800000000003,263.381,0.3157894736842105,-4.24
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,2,426.1662903460974,29.54,9,4.1574000000000035,311.85300000000007,0.2857142857142857,-4.19
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,3,372.17778205062433,75.27000000000001,4,1.6836,303.156,0.0,-2.647
CCCCOC(=O)c1ccc(N)cc1,3,292.660770563408,52.32,4,2.2257,193.246,0.4285714285714285,-3.082
CCC(C)O,1,17.609640474436812,20.23,1,0.7771999999999999,74.12299999999999,0.0,0.47
CCCC,0,2.0,0.0,1,1.8064,58.123999999999995,0.0,-2.57
CCCCS,1,11.119415478763749,0.0,2,1.7163,90.191,0.0,-2.18
CCCCC1(CC)C(=O)NC(=O)NC1=O,3,279.04262621960174,75.27000000000001,4,0.9389999999999998,212.249,0.0,-1.661
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,5,439.75945177837383,69.56,1,1.0257999999999998,256.33099999999996,0.2941176470588235,-1.877
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,1,408.0220914064313,32.34,2,2.825400000000001,236.702,0.375,-3.9
CCCCOC=O,2,43.34481288877288,26.3,4,0.9595,102.13299999999998,0.0,-1.37
CCSC(=O)N(CC(C)C)CC(C)C,2,158.67046661465247,20.31,5,3.4735000000000023,217.378,0.0,-3.68
CCCCc1ccccc1,0,164.65300142116237,0.0,3,3.0292000000000012,134.22199999999998,0.6,-4.06
CCCC=O,1,24.828921423310437,17.07,2,0.9854,72.107,0.0,-0.01
