SMILES,MolWt,LogP,TPSA,RotB,AroProp,HBD,HBA,RingCount,FractionCSP3,HeavyAtomCount,BertzCT
CCCCC(=O)C,100.161,1.7656,17.07,3,0.0,0,1,0,0.8333333333333334,7,57.20035947603792
Oc2ncc1nccnc1n2,148.125,0.1253999999999998,71.79,0,0.9090909090909092,1,5,2,0.0,11,388.99399634322515
Oc1ccccn1,95.101,0.7871999999999999,33.120000000000005,0,0.8571428571428571,1,2,1,0.0,7,138.00750422530467
CC(C)I,169.993,1.8298,0.0,0,0.0,0,0,0,1.0,4,8.0
CC(C)c1ccccc1C,134.22199999999995,3.118420000000002,0.0,1,0.6,0,0,1,0.4,10,211.03322454351996
COc2ncc1nccnc1n2,162.152,0.4283999999999998,60.790000000000006,1,0.8333333333333334,0,5,2,0.14285714285714285,12,403.2834383297276
CC=C(C)C,70.13499999999999,1.9725,0.0,0,0.0,0,0,0,0.6,5,38.0
CC(=C)C=C,68.11900000000001,1.7485,0.0,1,0.0,0,0,0,0.2,5,51.058650025961626
CCC(=C)C,70.13499999999999,1.9725,0.0,1,0.0,0,0,0,0.6,5,35.302968908806456
CCCC(=C)C,84.16199999999999,2.3626000000000005,0.0,2,0.0,0,0,0,0.6666666666666666,6,44.0
CCCCCC(C)(C)O,130.231,2.337600000000001,20.23,4,0.0,1,1,0,1.0,9,61.45811190640113
CCCCC(C)(C)O,116.20399999999998,1.9475,20.23,3,0.0,1,1,0,1.0,8,51.897390567231454
CCCC(C)(C)O,102.17699999999998,1.5574,20.23,2,0.0,1,1,0,1.0,7,42.63193444574935
CCC(O)C(C)C,102.177,1.4133,20.23,2,0.0,1,1,0,1.0,7,41.444678358882754
Cc1ccc2cc3ccccc3cc2c1,192.261,4.301420000000002,0.0,0,0.9333333333333332,0,0,3,0.06666666666666667,15,635.6567221133737
CCC(C)(C)O,88.14999999999998,1.1673,20.23,1,0.0,1,1,0,1.0,6,33.69332843436965
CCC(C)C,72.151,2.0524,0.0,1,0.0,0,0,0,1.0,5,14.0
CCC(C)CO,88.14999999999999,1.0248,20.23,2,0.0,1,1,0,1.0,6,23.11941547876375
CCCCCC(C)C,114.232,3.2227000000000023,0.0,4,0.0,0,0,0,1.0,8,37.30296890880646
Cc1ccc2ccccc2c1,142.201,3.148220000000001,0.0,0,0.9090909090909092,0,0,2,0.09090909090909091,11,374.4500235425418
CCCC(C)C,86.178,2.442500000000001,0.0,2,0.0,0,0,0,1.0,6,21.219280948873624
CCCC(C)CO,102.177,1.4149,20.23,3,0.0,1,1,0,1.0,7,35.161259458730164
Cc1ccc2c(ccc3ccccc32)c1,192.261,4.301420000000003,0.0,0,0.9333333333333332,0,0,3,0.06666666666666667,15,635.6567221133737
Cc1ccccc1O,108.14,1.70062,20.23,0,0.75,1,1,1,0.14285714285714285,8,160.49662946459569
CC(C)CO,74.12299999999999,0.6347,20.23,1,0.0,1,1,0,1.0,5,17.609640474436812
CC(C)C,58.123999999999995,1.6623,0.0,0,0.0,0,0,0,1.0,4,4.754887502163469
CC(=C)C,56.108,1.5824,0.0,0,0.0,0,0,0,0.5,4,23.019550008653873
Cc2ncc1nccnc1n2,146.153,0.7282199999999999,51.56,0,0.9090909090909092,0,4,2,0.14285714285714285,11,384.85228689314886
CC1CCCO1,86.134,1.1853,9.23,0,0.0,0,1,1,1.0,6,37.20310343869659
Oc1ccc2ccccc2c1,144.17299999999997,2.5454,20.23,0,0.9090909090909092,1,1,2,0.0,11,379.2844903986785
CC(C)N(=O)=O,89.094,0.6715,43.14,1,0.0,0,2,0,1.0,6,59.813537528125096
CCCCCCCC(C)O,144.258,2.727700000000002,20.23,6,0.0,1,1,0,1.0,10,59.74860596185444
CCCCCCCC(=O)C,142.242,2.935900000000001,17.07,6,0.0,0,1,0,0.8888888888888888,10,86.72905595320054
CCCCCCC(C)O,130.231,2.337600000000001,20.23,5,0.0,1,1,0,1.0,9,50.52932501298081
CCCCCCC(=O)C,128.21499999999995,2.5458000000000007,17.07,5,0.0,0,1,0,0.875,9,76.63682062300136
CCCC(C)O,88.14999999999999,1.1673,20.23,2,0.0,1,1,0,1.0,6,25.11941547876375
CCCC(=O)C,86.13399999999999,1.3755,17.07,2,0.0,0,1,0,0.8,6,47.900134529890124
OCCOc1ccccc1,138.16599999999997,1.0577,29.46,3,0.6,1,2,1,0.25,10,171.872282370036
CC(C)O,60.096,0.3871,20.23,0,0.0,1,1,0,1.0,4,8.0
O=C1CCCN1,85.10600000000001,-0.1036,29.1,0,0.0,1,1,1,0.75,6,61.94833690207419
CCCCCCCCCC(C)O,172.312,3.5079000000000025,20.23,8,0.0,1,1,0,1.0,12,79.07329781366415
CC(C)(C)CCO,102.177,1.4149,20.23,1,0.0,1,1,0,1.0,7,42.63193444574935
CC(O)C(C)(C)C,102.177,1.4133,20.23,0,0.0,1,1,0,1.0,7,49.69058447171098
CC(=O)C(C)(C)C,100.161,1.6215,17.07,0,0.0,0,1,0,0.8333333333333334,7,76.67103446305711
CCC(C)(C)CC,100.20499999999998,2.832600000000001,0.0,2,0.0,0,0,0,1.0,7,38.0
O=N(=O)c1cc(Cl)c(Cl)cc1,192.001,2.901600000000001,43.14,1,0.5454545454545454,0,2,1,0.0,11,300.6337992264624
Oc1ccc(Cl)c(Cl)c1,163.003,2.6990000000000007,20.23,0,0.6666666666666666,1,1,1,0.0,9,222.29788705001033
Cc1ccc(O)cc1C,122.167,2.0090399999999997,20.23,0,0.6666666666666666,1,1,1,0.25,9,215.80766205433727
Cc1ccncc1C,107.156,1.69844,12.89,0,0.75,0,1,1,0.2857142857142857,8,160.49662946459569
Clc1ccc(cc1Cl)c2ccccc2 ,223.102,4.660400000000002,0.0,1,0.8571428571428571,0,0,2,0.0,14,435.32964673815036
Oc1cc(Cl)cc(Cl)c1,163.003,2.699,20.23,0,0.6666666666666666,1,1,1,0.0,9,171.82006515716174
Cc1cc(C)cc(O)c1,122.16699999999996,2.0090399999999997,20.23,0,0.6666666666666666,1,1,1,0.25,9,165.32984016148868
Cc1cncc(C)c1,107.15599999999998,1.69844,12.89,0,0.75,0,1,1,0.2857142857142857,8,164.24662946459569
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,352.39000000000004,2.782800000000001,75.71,6,0.4615384615384615,1,4,3,0.25,26,765.5755985859741
COc1cccc(Cl)c1,142.58499999999998,2.3486,9.23,1,0.6666666666666666,0,1,1,0.14285714285714285,9,197.86256853719752
c1c(Cl)cccc1c2ccccc2,188.657,4.007000000000002,0.0,1,0.9230769230769232,0,0,2,0.0,13,392.8790477621569
Oc1cccc(Cl)c1,128.558,2.0456,20.23,0,0.75,1,1,1,0.0,8,168.38833891467198
ClCCC#N ,89.525,1.13888,23.79,1,0.0,0,1,0,0.6666666666666666,5,45.344977967946406
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,324.33600000000007,2.0025999999999993,75.71,4,0.5,1,4,3,0.16666666666666666,24,734.6204742966938
CCC(O)(CC)CC,116.204,1.9475,20.23,3,0.0,1,1,0,1.0,8,47.14250306506799
CCCCC(O)CC,116.20399999999998,1.9475,20.23,4,0.0,1,1,0,1.0,8,43.65148445440322
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,394.471,3.9531000000000023,75.71,9,0.4137931034482758,1,4,3,0.34782608695652173,29,812.1962606250394
CCCC(O)CC,102.177,1.5574,20.23,3,0.0,1,1,0,1.0,7,35.161259458730164
CCCC(=O)CC,100.161,1.7656,17.07,3,0.0,0,1,0,0.8333333333333334,7,57.20035947603792
O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,380.444,3.5630000000000024,75.71,8,0.4285714285714285,1,4,3,0.3181818181818182,28,796.6299620703873
CCC#CCC,82.14599999999999,1.8098,0.0,0,0.0,0,0,0,0.6666666666666666,6,53.84283310353014
CC(C)C=C,70.135,1.8284,0.0,1,0.0,0,0,0,0.6,5,27.019550008653876
CC(C)C(C)O,88.14999999999999,1.0232,20.23,1,0.0,1,1,0,1.0,6,24.919684538543997
CC(C)C(=O)C,86.13399999999999,1.2314,17.07,1,0.0,0,1,0,0.8,6,54.95878455585175
CCC(C)CCO,102.177,1.4149,20.23,3,0.0,1,1,0,1.0,7,35.161259458730164
CCC(C)CCO,102.177,1.4149,20.23,3,0.0,1,1,0,1.0,7,35.161259458730164
CCC(C)C(=O)C,100.161,1.6215,17.07,2,0.0,0,1,0,0.8333333333333334,7,66.58027134782354
CCCCC(C)(O)CC,130.23099999999997,2.3376,20.23,4,0.0,1,1,0,1.0,9,66.96788691072805
CCCC(C)(O)CC,116.20399999999998,1.9475,20.23,3,0.0,1,1,0,1.0,8,57.407165571558394
CCC(C)(O)CC,102.17699999999998,1.5574,20.23,2,0.0,1,1,0,1.0,7,42.14170945007629
CC(C)CCO,88.14999999999999,1.0248,20.23,2,0.0,1,1,0,1.0,6,25.11941547876375
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,268.3589999999999,5.553220000000004,0.0,0,0.8571428571428571,0,0,5,0.14285714285714285,21,1038.130433495046
CCCCC(C)CC,114.232,3.2227000000000023,0.0,4,0.0,0,0,0,1.0,8,39.30296890880645
Cc1c[nH]c2ccccc12 ,131.17799999999997,2.4763200000000003,15.79,0,0.9,1,0,2,0.1111111111111111,10,346.2557528676839
CCC(C)CC,86.178,2.442500000000001,0.0,2,0.0,0,0,0,1.0,6,19.219280948873624
Cc1cccc(O)c1,108.14,1.7006199999999998,20.23,0,0.75,1,1,1,0.14285714285714285,8,164.24662946459569
CCCCCC(O)CC,130.23099999999997,2.3376,20.23,5,0.0,1,1,0,1.0,9,52.52932501298081
O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,408.498,4.343200000000004,75.71,10,0.4,1,4,3,0.375,30,827.789371245379
CCC(O)CC,88.15,1.1673,20.23,2,0.0,1,1,0,1.0,6,23.11941547876375
CCC(=O)CC,86.134,1.3755,17.07,2,0.0,0,1,0,0.8,6,41.900134529890124
O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,366.417,3.172900000000002,75.71,7,0.4444444444444444,1,4,3,0.2857142857142857,27,781.089956071775
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,338.36300000000006,2.3927000000000005,75.71,5,0.48,1,4,3,0.21052631578947367,25,750.0860960580177
Clc1ccc(cc1)c2ccc(Cl)cc2 ,223.102,4.660400000000002,0.0,1,0.8571428571428571,0,0,2,0.0,14,371.5796467381504
Oc1ccc(Br)cc1,173.009,2.1547,20.23,0,0.75,1,1,1,0.0,8,147.38833891467198
Cc1ccc(Br)cc1,171.03700000000003,2.7575200000000013,0.0,0,0.75,0,0,1,0.14285714285714285,8,143.24662946459569
COc1ccc(Cl)cc1,142.585,2.3486,9.23,1,0.6666666666666666,0,1,1,0.14285714285714285,9,180.61256853719752
Oc1ccc(Cl)cc1,128.558,2.0456,20.23,0,0.75,1,1,1,0.0,8,147.38833891467198
Cc1ccc(Cl)cc1,126.586,2.6484200000000007,0.0,0,0.75,0,0,1,0.14285714285714285,8,143.24662946459569
CCc1ccc(C)cc1,120.19499999999996,2.5574200000000005,0.0,1,0.6666666666666666,0,0,1,0.3333333333333333,9,171.73472797861993
CCCC(O)CCC,116.204,1.9475,20.23,4,0.0,1,1,0,1.0,8,37.65148445440323
CCCC(=O)CCC,114.188,2.1557000000000004,17.07,4,0.0,0,1,0,0.8571428571428571,8,58.78707744334402
c1(O)cc(O)ccc1CCCCCC,194.27399999999992,3.220600000000001,40.46,5,0.4285714285714285,2,2,1,0.5,14,281.65026016439094
Oc1ccncc1,95.10099999999998,0.7871999999999999,33.120000000000005,0,0.8571428571428571,1,2,1,0.0,7,138.00750422530467
CC(C)c1ccc(C)cc1,134.22199999999998,3.118420000000002,0.0,1,0.6,0,0,1,0.4,10,193.78322454351996
COc1ncnc2nccnc12 ,162.15200000000002,0.4283999999999998,60.790000000000006,1,0.8333333333333334,0,5,2,0.14285714285714285,12,398.0334383297276
CC(C)CC(C)O,102.17699999999998,1.4133,20.23,2,0.0,1,1,0,1.0,7,33.444678358882754
CC(C)CC(=O)C,100.161,1.6215,17.07,2,0.0,0,1,0,0.8333333333333334,7,64.58027134782355
Cc1ccc(cc1)c2ccccc2,168.239,3.662020000000002,0.0,1,0.9230769230769232,0,0,2,0.07692307692307693,13,370.54288143497655
CC(C)CCCO,102.177,1.4149,20.23,3,0.0,1,1,0,1.0,7,33.161259458730164
Cc1ncnc2nccnc12,146.15299999999996,0.7282199999999999,51.56,0,0.9090909090909092,0,4,2,0.14285714285714285,11,379.6022868931489
CC(=O)Nc1ccc(cc1)N(=O)=O,180.163,1.5531999999999997,72.24000000000001,2,0.4615384615384615,1,3,1,0.125,13,331.74730523753374
OCCCC=C,86.134,0.9449,20.23,3,0.0,1,1,0,0.6,6,32.919684538544
O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,224.25999999999996,1.1050999999999993,75.27000000000001,3,0.0,2,3,1,0.5454545454545454,16,347.42596479667276
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,238.287,1.3510999999999993,75.27000000000001,3,0.0,2,3,1,0.5833333333333334,17,372.55492181215095
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,208.21699999999996,0.4909999999999996,75.27000000000001,4,0.0,2,3,1,0.3,15,314.5766636881138
O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,212.249,0.6507999999999994,75.27000000000001,2,0.0,2,3,1,0.7,15,290.62919048309067
O=C1NC(=O)NC(=O)C1(C)C,156.141,-0.6214000000000004,75.27000000000001,0,0.0,2,3,1,0.5,11,222.21195064185667
Oc2ccc1CCCCc1c2 ,148.205,2.271,20.23,0,0.5454545454545454,1,1,2,0.4,11,265.57532913285405
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,256.348,5.763040000000004,0.0,0,0.9,0,0,4,0.1,20,955.5588177778452
O=C1NC(=O)NC(=O)C1(CC)CC=C,196.20599999999996,0.3248999999999995,75.27000000000001,3,0.0,2,3,1,0.4444444444444444,14,289.1789276376484
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,210.233,0.5708999999999995,75.27000000000001,3,0.0,2,3,1,0.5,15,313.5592023607486
O=C1NC(=O)NC(=O)C1(C)CC=C,182.17899999999997,-0.0652000000000003,75.27000000000001,2,0.0,2,3,1,0.375,13,275.7642645701818
O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,244.25,0.8664999999999998,75.27000000000001,3,0.3333333333333333,2,3,2,0.15384615384615385,18,502.29771113029364
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,226.27599999999995,1.1849999999999992,75.27000000000001,4,0.0,2,3,1,0.7272727272727273,16,303.19136469282626
O=C1NC(=O)NC(=O)C1(CC)C(C)C,198.222,0.4047999999999994,75.27000000000001,2,0.0,2,3,1,0.6666666666666666,14,276.43219213017323
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,232.239,0.7003999999999997,75.27000000000001,2,0.3529411764705882,2,3,2,0.25,17,461.783925345171
Fc1c[nH]c(=O)[nH]c1=O ,130.078,-0.7977000000000001,65.72,0,0.6666666666666666,2,2,1,0.0,9,312.83394095677266
Oc1cccc2ncccc12 ,145.161,1.9404,33.120000000000005,0,0.9090909090909092,1,2,2,0.0,11,378.7244463345713
O=C1NC(=O)NC(=O)C1(C)CC,170.16799999999998,-0.2313000000000005,75.27000000000001,1,0.0,2,3,1,0.5714285714285714,12,239.37710316891452
c1cccc2c3c(C)cc4ccccc4c3ccc12,242.321,5.454620000000004,0.0,0,0.9473684210526316,0,0,4,0.05263157894736842,19,916.7400111490208
Nc1c(C)c[nH]c(=O)n1 ,125.131,-0.3394800000000001,71.77000000000001,0,0.6666666666666666,2,3,1,0.2,9,265.1507718109345
CCCCC(=O)CCCC,142.242,2.935900000000001,17.07,6,0.0,0,1,0,0.8888888888888888,10,76.72905595320057
Nc3cc2c1ccccc1ccc2c4ccccc34 ,243.309,4.728400000000002,26.02,0,0.9473684210526316,1,1,4,0.0,19,922.391983878487
Oc2ccc1ncccc1c2 ,145.161,1.9403999999999997,33.120000000000005,0,0.9090909090909092,1,2,2,0.0,11,383.97444633457127
COc2cnc1ncncc1n2,162.15200000000002,0.4283999999999998,60.790000000000006,1,0.8333333333333334,0,5,2,0.14285714285714285,12,403.2834383297276
Cc1cc2c3ccccc3ccc2c4ccccc14,242.321,5.454620000000004,0.0,0,0.9473684210526316,0,0,4,0.05263157894736842,19,916.7400111490206
Cc1c2ccccc2c(C)c3ccc4ccccc4c13,256.348,5.763040000000005,0.0,0,0.9,0,0,4,0.1,20,961.5588177778453
COc2cnc1cncnc1n2,162.152,0.4283999999999998,60.790000000000006,1,0.8333333333333334,0,5,2,0.14285714285714285,12,403.2834383297276
Cc2cnc1cncnc1n2,146.153,0.7282199999999998,51.56,0,0.9090909090909092,0,4,2,0.14285714285714285,11,384.85228689314886
Oc1cccc2cccnc12 ,145.16099999999997,1.9403999999999997,33.120000000000005,0,0.9090909090909092,1,2,2,0.0,11,378.7244463345713
Cc1c2ccccc2c(C)c3ccccc13,206.288,4.609840000000004,0.0,0,0.875,0,0,3,0.125,16,560.9984465766782
c3ccc2c(O)c1ccccc1cc2c3 ,194.233,3.6986000000000017,20.23,0,0.9333333333333332,1,1,3,0.0,15,586.9571121386949
Cc1c2ccccc2cc3ccccc13,192.261,4.301420000000003,0.0,0,0.9333333333333332,0,0,3,0.06666666666666667,15,581.6567221133736
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,466.47900000000016,5.630000000000004,55.38000000000001,10,0.4444444444444444,0,9,2,0.25,27,743.5541844393117
C1Cc2cccc3cccc1c23,154.21199999999996,2.9384000000000015,0.0,0,0.8333333333333334,0,0,3,0.16666666666666666,12,401.9826286215576
C1=Cc2cccc3cccc1c23,152.19599999999994,3.3236000000000017,0.0,0,0.8333333333333334,0,0,3,0.0,12,437.6123343735664
COP(=O)(NC(C)=O)SC ,183.169,1.24,55.4,3,0.0,1,4,0,0.75,10,163.88563895756639
CC(=O)N,59.068,-0.5084,43.09,0,0.0,1,1,0,0.5,4,29.019550008653873
CC(=O)Nc1ccccc1,135.16599999999997,1.6449999999999998,29.1,1,0.6,1,1,1,0.125,10,217.9590174505521
CC(=O)Nc1nnc(s1)S(N)(=O)=O ,222.251,-0.8561000000000003,115.04,2,0.3846153846153846,2,6,1,0.25,13,422.35246826398924
CC#N,41.053,0.52988,23.79,0,0.0,0,1,0,0.5,3,24.264662506490406
CC(=O)c1ccccc1,120.15099999999995,1.8892,17.07,1,0.6666666666666666,0,1,1,0.125,9,201.06743705866424
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,293.34800000000007,1.9493400000000003,89.43,3,0.55,1,5,2,0.23076923076923078,20,664.0009465875022
c3ccc2nc1ccccc1cc2c3,179.22199999999998,3.3880000000000017,12.89,0,1.0,0,1,3,0.0,14,493.95635116211264
C=CC=O,56.064,0.3712999999999999,17.07,1,0.0,0,1,0,0.0,4,24.264662506490403
C=CC#N,53.06399999999999,0.6959799999999999,23.79,0,0.0,0,1,0,0.0,4,48.793987519471216
Nc1ncnc2nc[nH]c12 ,135.13,-0.0648999999999999,80.47999999999999,0,0.9,2,4,2,0.0,10,351.5657969317911
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,300.3980000000001,3.2664000000000017,51.21,0,0.0,0,3,4,0.7368421052631579,22,616.1698355860839
CCc1cccc(CC)c1N(COC)C(=O)CCl ,269.77199999999993,2.9871000000000016,29.54,6,0.3333333333333333,0,2,1,0.5,18,384.5305068733243
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,360.4500000000001,1.8457,91.67000000000002,3,0.0,2,5,4,0.7619047619047619,26,681.8889217536757
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,364.914,5.270200000000002,0.0,0,0.0,0,0,4,0.6666666666666666,18,480.66067707067873
NC(=O)NC1NC(=O)NC1=O ,158.117,-2.1798,113.32,1,0.0,4,3,1,0.25,11,225.3770603374623
C=CCS(=O)SCC=C,162.27899999999997,1.7553,17.07,5,0.0,0,2,0,0.3333333333333333,9,120.22626787690945
O=c1[nH]cnc2[nH]ncc12 ,136.114,-0.3538,74.43,0,0.9,2,3,2,0.0,10,400.94019739120694
O=C1NC(=O)C(=O)C(=O)N1 ,142.07,-2.0785,92.34,0,0.0,2,4,1,0.0,10,221.64214629221044
C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),286.156,-4.819399999999998,191.0,1,0.0,6,8,2,0.25,20,503.2842925844209
CN(C)c1nc(nc(n1)N(C)C)N(C)C,210.285,0.0696000000000001,48.39000000000001,3,0.4,0,6,1,0.6666666666666666,15,268.63201166582786
CCNc1nc(NC(C)C)nc(SC)n1,227.337,1.8455999999999997,62.73,5,0.4,2,6,1,0.6666666666666666,15,315.37105540415854
OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O ,457.4320000000001,-3.1080199999999985,202.31999999999996,7,0.1875,7,12,3,0.65,32,759.6629378441625
CNC(=O)Oc1ccc(N(C)C)c(C)c1,208.26099999999997,1.77922,41.57,2,0.4,1,3,1,0.36363636363636365,15,361.6055960561882
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,231.299,1.55042,30.17,2,0.6470588235294118,0,4,2,0.3076923076923077,17,578.702310213792
Nc1nccs1 ,100.146,0.7253000000000001,38.91,0,0.8333333333333334,1,3,1,0.0,6,112.35361803232176
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,293.41400000000004,4.871880000000004,27.96,4,0.5454545454545454,0,2,2,0.2631578947368421,22,653.1153896300215
Nc1nc[nH]n1,84.082,-0.6131000000000002,67.59,0,0.8333333333333334,2,3,1,0.0,6,109.10850553448523
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,226.276,1.1849999999999998,75.27000000000001,4,0.0,2,3,1,0.7272727272727273,16,303.19136469282626
Cc2c(N)c(=O)n(c1ccccc1)n2C,203.245,1.0666200000000003,52.95,1,0.7333333333333333,1,4,2,0.18181818181818182,15,536.9509441597285
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,256.30499999999995,2.1311,55.24,4,0.631578947368421,1,4,3,0.3333333333333333,19,552.1180743775652
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,286.415,4.087400000000003,34.14,0,0.0,0,2,4,0.7894736842105263,21,545.7696078462164
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,290.447,3.959100000000003,37.3,0,0.0,1,2,4,0.9473684210526315,21,458.4827066363416
COc1ccc(C=CC)cc1,148.20499999999998,2.728300000000001,9.23,2,0.5454545454545454,0,1,1,0.2,11,233.55461928814677
Nc1ccccc1,93.129,1.2688,26.02,0,0.8571428571428571,1,1,1,0.0,7,134.10736969541455
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,367.86,4.331900000000004,38.77,7,0.2857142857142857,0,5,1,0.46153846153846156,21,516.6525869673495
COc1ccccc1,108.13999999999996,1.6952,9.23,1,0.75,0,1,1,0.14285714285714285,8,145.73281445033504
c1ccc2cc3ccccc3cc2c1,178.23399999999995,3.993000000000002,0.0,0,1.0,0,0,3,0.0,14,488.75909858914036
O=C1c2ccccc2C(=O)c3ccccc13,208.216,2.4620000000000006,34.14,0,0.75,0,2,3,0.0,16,506.13733595521376
Cc1cc(=O)n(c2ccccc2)n1C,188.23,1.48442,26.93,1,0.7857142857142857,0,3,2,0.18181818181818182,14,493.75123770895806
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,300.3620000000001,2.0642199999999997,56.220000000000006,2,0.2727272727272727,0,4,3,0.4375,22,680.7234211788236
OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,366.84400000000016,5.505100000000005,54.37,2,0.4615384615384615,1,3,4,0.2727272727272727,26,903.2395331906187
CCNc1nc(NC(C)C)nc(OC)n1,211.269,1.1322999999999996,71.96000000000001,5,0.4,2,6,1,0.6666666666666666,15,315.37105540415854
CCNc1nc(Cl)nc(NC(C)C)n1,215.688,1.7770999999999997,62.73,4,0.4285714285714285,2,5,1,0.625,14,301.7831548601487
CCN(CC)C(=O)CSc1ccc(Cl)nn1,259.762,2.0904999999999996,46.09,5,0.375,0,4,1,0.5,16,340.422307952826
N(=Nc1ccccc1)c2ccccc2,182.226,4.102000000000002,24.72,2,0.8571428571428571,0,2,2,0.0,14,365.35156717534267
CNC(=O)C=C(C)OP(=O)(OC)OC,223.16499999999996,1.0537,73.86,5,0.0,1,5,0,0.5714285714285714,14,267.25371961519227
ClCC#CCOC(=O)Nc1cccc(Cl)c1,258.104,3.130700000000001,38.33,2,0.375,1,2,1,0.18181818181818182,16,423.4830061079114
O=C1NC(=O)NC(=O)C1(CC)CC,184.19499999999996,0.1587999999999993,75.27000000000001,2,0.0,2,3,1,0.625,13,246.56270446889653
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,421.4220000000001,1.6254,118.36,3,0.4444444444444444,3,5,3,0.2,27,1085.2804921773175
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,335.28200000000004,4.148200000000004,89.51999999999998,7,0.2608695652173913,0,5,1,0.5384615384615384,23,569.6129198986837
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,410.53600000000023,4.057500000000004,68.31,8,0.2142857142857142,0,7,2,0.6,28,707.8365033465442
c1c(NC(=O)c2ccccc2(I))cccc1,323.133,3.5435000000000016,29.1,2,0.75,1,1,2,0.0,16,496.2955976569277
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,290.323,2.572400000000001,85.25,4,0.4285714285714285,2,5,2,0.35714285714285715,21,650.7065804079459
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,397.52400000000006,3.7726000000000024,64.63,10,0.2608695652173913,1,6,1,0.5714285714285714,23,606.169366771198
O=Cc1ccccc1,106.12399999999997,1.4991,17.07,1,0.75,0,1,1,0.0,8,167.00151696675914
NC(=O)c1ccccc1,121.13899999999995,0.7855000000000001,43.09,1,0.6666666666666666,1,1,1,0.0,9,205.415952604261
c1ccccc1,78.11399999999999,1.6866,0.0,0,1.0,0,0,1,0.0,6,71.96100505779535
c1ccccc1C(O)c2ccccc2,184.238,2.768300000000001,20.23,2,0.8571428571428571,1,1,2,0.07692307692307693,14,340.99502151011234
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,260.253,1.1077,90.06,5,0.5789473684210527,1,5,2,0.16666666666666666,19,579.670248604383
C1c2ccccc2c3ccc4ccccc4c13,216.283,4.411000000000003,0.0,0,0.9411764705882352,0,0,4,0.058823529411764705,17,722.9398740759323
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,252.31599999999997,5.737200000000003,0.0,0,1.0,0,0,5,0.0,20,1069.7218869027129
c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,252.31599999999997,5.640400000000003,0.0,0,1.0,0,0,5,0.0,20,993.1157323868965
C1c2ccccc2c3cc4ccccc4cc13,216.283,4.411000000000002,0.0,0,0.9411764705882352,0,0,4,0.058823529411764705,17,722.9398740759323
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,252.31599999999997,5.737200000000003,0.0,0,1.0,0,0,5,0.0,20,998.0049697160237
