SMILES,logS,HBA,BertzCT,TPSA,RotB,LogP,MolWt,AroProp
CN(C)C(=S)SSC(=S)N(C)C,-4.1161961212,4.0,158.38689879982147,6.48,0.0,2.0608,240.44400000000002,0.0
CO[Si](CC(C)C)(OC)C(C)C,-4.0243009096,2.0,119.69694286392863,18.46,5.0,2.7874000000000008,190.35899999999998,0.0
CN1C(C)(C)CC(CC1(C)C)OC(=O)CC(C(CC(=O)OC2CC(C)(C)N(C)C(C)(C)C2)C(=O)OC3CC(C)(C)N(C)C(C)(C)C3)C(=O)OC4CC(C)(C)N(C)C(C)(C)C4,-4.672731896,12.0,1409.3868265714918,118.16,11.0,7.777400000000011,847.2359999999995,0.0
[H+].[Cl-].OC(=O)C1CCNCC1,0.3840315922999999,2.0,117.14991061829625,49.33,1.0,-2.812899999999998,165.61999999999998,0.0
CCOC(=O)C1=C(COCCN2C(=O)c3ccccc3C2=O)NC(=C(C1c4ccccc4Cl)C(=O)OC)C,-4.5011269518,8.0,1329.4757671403586,111.24,9.0,3.6038000000000023,538.9840000000003,0.3157894736842105
C=CCOC(=O)CCC1CCCCC1,-4.0624492536000005,2.0,180.76075065686052,26.3,5.0,3.076100000000002,196.28999999999994,0.0
CCOc1nc(NC)nc(NC(=O)N[S](=O)(=O)c2ccccc2C(=O)OC)n1,-4.387910768899999,10.0,980.7366749620386,161.5,7.0,0.6089999999999994,410.4120000000002,0.42857142857142855
[Ca++].[O-]C([O-])=O,-3.7802652447,3.0,29.87430298092722,63.19,0.0,-2.8278000000000003,100.086,0.0
Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,-4.1506087086,2.0,495.1132378198908,52.04,2.0,3.0586400000000014,226.32299999999998,0.7058823529411765
CCCCNC(=S)N(CCCC)CCCC,-4.1840665057,1.0,163.31552917502208,15.27,9.0,3.563200000000003,244.4479999999999,0.0
CCCCC(CC)CNCC(CC)CCCC,-4.2367225564,1.0,128.46060490376732,12.03,12.0,5.008800000000004,241.46299999999994,0.0
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-4.2868907228,2.0,503.61088041818437,52.04,2.0,3.7486000000000015,267.159,0.7058823529411765
CC(O)C(C)(C)\C=C\C1CC=C(C)C1(C)C,-4.2167463336,1.0,305.39664106587225,20.23,3.0,3.942000000000003,222.37199999999996,0.0
CC(CC(C)(C)C)C[P](O)(=O)CC(C)CC(C)(C)C,-4.366128471100001,1.0,281.69107274677424,37.3,6.0,5.401400000000006,290.428,0.0
N[S](=O)(=O)c1ccc(NC(=S)Nc2ccc(F)cc2)cc1,-2.9899599683999996,3.0,743.9907696611731,84.22,3.0,2.282,325.39000000000004,0.5714285714285714
CCOC(=O)c1nn(c2ccc(OC)cc2)c3C(=O)N(CCc13)c4ccc(cc4)N5CCCCC5=O,-4.6282058436,7.0,1296.9482506812483,93.96999999999997,6.0,3.7774000000000028,488.54400000000044,0.4722222222222222
ON1CC(=O)N=C2C=CC(=CC2=C1c3ccccc3Cl)Cl,-4.4653328209,3.0,848.9923892962038,52.9,1.0,2.0008999999999997,321.163,0.5714285714285714
CCCCCC,-3.9441703352,0.0,12.0,0.0,3.0,2.5866000000000007,86.178,0.0
NC(NC#N)=NCCCCCCN=C(N)NC#N,-4.4346903729000005,4.0,323.05441917228063,148.39999999999998,7.0,-0.6824399999999993,250.31,0.0
CCC(=O)OC(C)(CCC=C(C)C)C=C,-4.3823578934,2.0,249.26156771512086,26.3,6.0,3.6307000000000027,210.31699999999998,0.0
[Na+].[Na+].[Na+].[Cr+3].Cc1nn(c([O-])c1N=Nc2c([O-])cc(c3ccccc23)[S]([O-])(=O)=O)c4ccccc4.Cc5nn(c([O-])c5N=Nc6c([O-])cc(c7ccccc67)[S]([O-])(=O)=O)c8ccccc8,-1.2121028981,18.0,3033.8152986755968,291.72,8.0,-3.38926,963.794,0.65625
CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)C.CO[S]([O-])(=O)=O,-4.8359730654,4.0,460.9375612283852,66.43,22.0,7.607500000000009,479.81200000000024,0.0
COC1=Cc2ccccc2Nc3ccccc13,-4.5144193944,2.0,586.9806206112091,21.259999999999998,1.0,3.8881000000000023,223.275,0.7058823529411765
CC(C)CCCC(C)CCCC(C)CCCC(C)(O)C=C,-4.7086538251,1.0,254.56402909743406,20.23,13.0,6.362500000000008,296.539,0.0
CCN(CC)c1ccc(cc1)[C+](c2ccccc2)c3ccc(cc3)N(CC)CC.O[S]([O-])(=O)=O,-2.0572883439,5.0,1014.2387094481335,83.91,9.0,5.402790000000005,482.64600000000024,0.5294117647058824
CC[C@]12CCC3=C(CCc4cc(OC)ccc34)[C@@H]1CCC2=O,-4.772922847,2.0,670.2848592810765,26.3,2.0,4.564300000000004,296.4100000000001,0.2727272727272727
COC1=CCC2=C(CC[C@@H]3[C@@H]2CC[C@]4(C)[C@@H](O)CC[C@@H]34)C1,-4.7610719313,2.0,503.69574308017087,29.46,1.0,4.2043000000000035,288.43100000000004,0.0
CCC1(C/C=C2/CCCc3cc(OC)ccc23)C(=O)CCC1=O,-4.838817118500001,3.0,653.4644011582037,43.370000000000005,4.0,4.1334000000000035,312.4090000000001,0.2608695652173913
[Mn++].[O-]C([O-])=O,-4.5005872378,3.0,29.87430298092722,63.19,0.0,-2.4495000000000005,114.94599999999998,0.0
CC(=O)OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,-5.028666922799999,4.0,864.664201570193,67.75999999999999,2.0,3.6721000000000013,363.20000000000005,0.5
COC1=CCC2=C(CCC3C2CCC4(C)C3CCC4=O)C1,-4.9798745042000006,2.0,541.7696078462164,26.3,1.0,4.412500000000004,286.415,0.0
N(c1ccccc1)c2cccc3ccccc23,-4.8638916314,1.0,623.8561251510305,12.03,2.0,4.583400000000003,219.287,0.9411764705882353
O=C(OCCOC(=O)c1ccccc1)c2ccccc2,-5.0700925015,4.0,510.0454481461554,52.6,5.0,2.700400000000001,270.28400000000005,0.6
CC1CCC2(C)C(=CCCC2(C)C1OC=O)C,-5.0311421132,2.0,346.8309825721512,26.3,2.0,3.710600000000002,236.35499999999996,0.0
COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-5.1235829068,3.0,481.2405807774144,46.53,3.0,4.092800000000003,292.41900000000004,0.2857142857142857
C1CC(CC=C1)C2OCC3(CO2)COC(OC3)C4CCC=CC4,-5.2397354439,4.0,396.7761907429721,36.92,2.0,3.4312000000000022,320.4290000000001,0.0
CCC(C)C(C)C(C)CCc1ccc(O)cc1,-5.1824053879,1.0,314.80199295176607,20.23,6.0,4.643100000000005,234.38299999999998,0.35294117647058826
CC[C@]12CC[C@H]3[C@@H](CCC4=C3CC=C(C4)OC)[C@@H]1CCC2=O,-5.363817292,2.0,556.0545526897458,26.3,2.0,4.802600000000004,300.44200000000006,0.0
CC(C)CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(c1)C(=O)OCCCCCCCC(C)C,-5.7065739478,6.0,935.4589706384484,78.90000000000002,27.0,11.14679999999999,630.951,0.13333333333333333
[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,-5.4987140305999995,4.0,142.7132413834305,6.48,0.0,0.7571000000000002,305.834,0.0
CC(C)CCCC(C)CCCC(C)CCCC(C)=O,-5.4746775177,1.0,219.730172764082,17.07,12.0,6.014500000000006,268.48499999999996,0.0
CC(C)C(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@H]2OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,-6.0735348087,19.0,1501.3873303368514,238.08999999999995,19.0,2.987400000000009,846.9170000000001,0.0
O=C(CC(=O)c1ccccc1)c2ccccc2,-5.6579029620000005,2.0,465.63278782854474,34.14,4.0,3.1423000000000014,224.25900000000001,0.7058823529411765
CC1=CC(=N/Nc2ccccc2[N+]([O-])=O)\C(=O)C=C1,-5.7475958635,5.0,629.7755421059603,84.6,3.0,2.4479000000000006,257.24899999999997,0.3157894736842105
CCCCCCCCCCCCS[Sn](CCCC)(CCCC)SCCCCCCCCCCCC,-6.295424349,2.0,351.7595056969203,0.0,30.0,13.336999999999975,635.7409999999999,0.0
CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCCC,-6.4056602279999995,4.0,716.9989726005717,52.60000000000001,51.0,18.83739999999998,819.4379999999991,0.0
CC(=O)OC1(CCC2C3CC(=C)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,-6.1077931611,4.0,807.422789321647,60.440000000000005,2.0,4.575300000000004,384.5160000000002,0.0
CCCCN(CCCC)C(=S)SCSC(=S)N(CCCC)CCCC,-6.2405235691,4.0,302.3157938665979,6.48,14.0,6.7845000000000075,422.7950000000003,0.0
CCOC(=O)c1nn(c2ccc(OC)cc2)c3C(=O)N(CCc13)c4ccc(cc4)[N+]([O-])=O,-6.6187193264,8.0,1184.3801531008792,116.79999999999998,6.0,3.168700000000002,436.42400000000026,0.53125
CCCCCCCCCCCCCCCCCCOCCCN(C)C,-6.852054029800001,2.0,230.13267978967235,12.47,21.0,7.216200000000008,355.65100000000007,0.0
COc1ccc(c(O)c1)C(=O)c2ccccc2O,-7.2738841077,4.0,590.0979048590729,66.76,3.0,2.337400000000001,244.24599999999998,0.6666666666666666
O=C1CCCCCN1C(=O)Nc2ccc(Cc3ccc(NC(=O)N4CCCCCC4=O)cc3)cc2,-7.763261261599999,4.0,980.093770114972,98.82,4.0,5.146400000000004,476.57700000000034,0.34285714285714286
Cc1ccc(Sc2ccc(cc2)C(=O)c3ccccc3)cc1,-7.6154082599,2.0,759.0673267609872,17.07,4.0,5.377220000000005,304.41400000000004,0.8181818181818182
CC(C(C)(C)C)C(C)(C)SSSC(C)(C)C(C)C(C)(C)C,-9.129966133,3.0,286.3355902192329,0.0,6.0,7.937600000000008,350.70300000000015,0.0
[Ba++].CC(C)(C)CC(C)(C)CC([O-])=O.CC(C)(C)CC(C)(C)CC([O-])=O,-1.698832456,4.0,372.392540428956,80.25999999999999,6.0,2.796800000000001,479.8480000000004,0.0
[Br-].CCCC[P+](CCCC)(CCCC)CCCC,0.41483097,0.0,121.66617507355792,0.0,12.0,3.208400000000001,339.3420000000001,0.0
NC(CO)CO,0.9744271172,3.0,27.974168451037094,66.48,2.0,-1.7017,91.11,0.0
NC(CO)(CO)CO,0.7906283690000001,4.0,54.03910001730775,86.71000000000001,3.0,-2.3391999999999995,121.136,0.0
[Br-].CC[NH+](CC)CC,0.5951972853999999,0.0,30.0,4.44,3.0,-3.064999999999997,182.10499999999996,0.0
CO[S]([O-])(=O)=O.C[N+](CCO)(CCO)CCO,0.3926664196,7.0,250.02770947342447,127.12000000000002,7.0,-2.4970999999999965,275.323,0.0
[Na+].[Na+].CCCCCCCCCCCCCCCCc1c(Oc2ccccc2[S]([O-])(=O)=O)cccc1[S]([O-])(=O)=O,0.2227653537,7.0,1170.1840906561245,123.63,19.0,1.3189000000000013,598.7350000000002,0.3076923076923077
[NH4+].[NH4+].[O-]C(=O)CSSCC([O-])=O,0.4596030518,6.0,127.01955000865388,153.26,5.0,-1.3800000000000008,216.284,0.0
OCCCOCC(OCCCO)C(OCCCO)C(OCCCO)C(COCCCO)OCCCO,0.053341445,12.0,393.9011410476741,176.76,29.0,-1.145199999999993,530.6520000000005,0.0
CC1=CC(=O)N2NC=NC2=N1,-1.3471955313,4.0,441.02416352868136,63.05,0.0,-0.27398000000000006,150.14100000000002,0.8181818181818182
[Na+].[Na+].Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)O[P]([O-])(=O)O[P](O)([O-])=O)[C@@H](O)[C@H]3O,0.0168879621,16.0,1115.6693278120624,284.79,8.0,-8.885000000000005,551.1460000000003,0.2727272727272727
[Na+].[Na+].CN(CC(O)=O)C(N)=N[P]([O-])([O-])=O,0.3126582838,4.0,279.45070659275336,142.11,3.0,-8.845800000000002,255.07799999999997,0.0
[Ba++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,-0.905288847,4.0,230.6615312216908,80.25999999999999,10.0,1.5246000000000002,423.7400000000003,0.0
[Na+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C([O-])=O,0.3170701984,8.0,212.5635067656378,161.51,6.0,-8.462899999999998,248.16299999999998,0.0
[Na+].[Na+].[O-]C(=O)CCC(=O)C([O-])=O,0.4295256052,5.0,178.67739285527477,97.32999999999998,4.0,-9.156500000000001,190.06199999999998,0.0
NCCCCCCCCCCN,1.5277010030000002,2.0,64.2388309575275,52.04,9.0,2.0246,172.31599999999997,0.0
[Na+].[Na+].CC(C)CCCCCCCO.OC(=O)CC(C(O)=O)[S](O)(=O)=O,0.0810654195,5.0,440.1127002142446,149.20000000000002,11.0,-4.214599999999993,402.4170000000001,0.0
[Na+].[Na+].N[C@@H](CCC([O-])=O)C([O-])=O,0.3719654625999999,5.0,152.38364613672863,106.28,4.0,-9.398300000000003,191.09399999999997,0.0
[Zn++].[O-]C(=O)c1ccccc1.[O-]C(=O)c2ccccc2,-1.8168417251,4.0,461.9838779379885,80.25999999999999,2.0,0.09769999999999901,307.62,0.631578947368421
CC1CO1,0.8325704879000001,1.0,22.464393446710154,12.53,0.0,0.4051,58.08,0.0
CCCCOCNC(=O)C=C,-0.6536630282,2.0,123.26046567326583,38.33,6.0,1.0628,157.213,0.0
[Na+].CCCCCCCCCCCCN(CCC(O)=O)CCC([O-])=O,-0.0407296334,4.0,295.3938857278572,80.66999999999999,17.0,-0.17199999999999727,351.4630000000001,0.0
[Na+].CCCCCCCC/C=C/CCCCCCCC(=O)N(C)CC([O-])=O,-0.0975222259999999,3.0,372.2676904772986,60.440000000000005,17.0,1.2362000000000004,375.52900000000017,0.0
CC(O)C(=O)NCCO,1.3070323786,3.0,92.20389705368828,69.56,3.0,-1.5243,133.14700000000002,0.0
OCC1CCCO1,0.3887739198,2.0,48.041843979966416,29.46,1.0,0.15769999999999995,102.13300000000001,0.0
CC(=C)C(=O)OCCO.O[P](O)(O)=O,-0.9602557176,4.0,222.0698564323221,124.29000000000002,3.0,-0.8306,228.137,0.0
[Na+].[O-][S](=O)(=O)c1ccc(C=C)cc1,-0.0332510813,3.0,380.35509562835625,57.199999999999996,2.0,-1.7622999999999984,206.19799999999998,0.46153846153846156
CC(=O)CC(C)=O,0.1864485079,2.0,82.25327665163482,34.14,2.0,0.5545,100.11699999999999,0.0
COC(=O)CC(=O)OC,0.0273419683,4.0,104.12640240679957,52.60000000000001,2.0,-0.2775000000000001,132.115,0.0
[Mg].[Mg].[Mg].OC(=O)CC(O)(CC(O)=O)C(O)=O.OC(=O)CC(O)(CC(O)=O)C(O)=O,-1.5461258216999998,8.0,520.6497731257494,264.26,10.0,-3.6393999999999957,457.16100000000023,0.0
[Na+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,0.7066663199,8.0,212.5635067656378,161.51,6.0,-8.462899999999998,248.16299999999998,0.0
CN(C)C(=N)N(C)C,0.9386229258,1.0,75.67457204070746,30.330000000000005,0.0,0.0443699999999998,115.17999999999999,0.0
OCC(O)COC(=O)CS,0.7793742068,5.0,105.82107314610522,66.75999999999999,4.0,-1.1874,166.198,0.0
OCCOCCOCCOCCO,0.7116903978,5.0,78.60357147141794,68.15,10.0,-0.979199999999999,194.22699999999998,0.0
CC(CCO)CCO,0.927470714,2.0,39.79319390447952,40.46,4.0,0.38730000000000003,118.17599999999999,0.0
CC(O)=O.OCCNCCO,0.7820188759000001,4.0,78.65146841070388,89.79,4.0,-1.3484999999999996,165.189,0.0
CO,1.4942803838999998,1.0,2.0,20.23,0.0,-0.3915,32.042,0.0
CC(O)=O.OCCN(CCO)CCO,0.6793511375,5.0,112.6353837961348,101.23,6.0,-1.6437999999999988,209.24199999999996,0.0
O=[S]1(=O)CCCC1,-0.079806903,2.0,133.07272996525947,34.14,0.0,0.19500000000000006,120.173,0.0
CC(=C)C(=O)OCCO,-0.1144208137,3.0,117.47138037474598,46.53,3.0,0.09800000000000003,130.143,0.0
Cl.CNCC(O)c1cccc(O)c1,-0.308924931,3.0,255.12494694489405,52.489999999999995,3.0,1.0667999999999997,203.669,0.46153846153846156
COC(C)(C)CCO,-0.072529286,2.0,59.548875021634686,29.46,3.0,0.7938000000000001,118.17599999999999,0.0
[Zn++].CCCCO[P]([S-])(=S)OCCCC.CCCCO[P]([S-])(=S)OCCCC,-2.5083839395,8.0,342.61656266226015,36.92,16.0,6.779900000000007,548.0660000000003,0.0
[Na+].[O-][S](=O)(=O)c1ccc(N\N=C2\C(=O)C=Cc3ccccc23)c4ccccc14,-2.4263930478,6.0,1250.0503155728086,98.66,3.0,0.16000000000000236,400.39100000000013,0.5714285714285714
[Zn++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,0.4554354087,4.0,230.6615312216908,80.25999999999999,10.0,1.9028999999999998,351.80200000000013,0.0
[Na+].CCC(C)O[P]([S-])(=S)OC(C)CC,-2.4221431699,4.0,176.180092704301,18.46,6.0,0.3919999999999999,264.328,0.0
CC(C)CCCCCC(=O)NCCCCCC(O)=O,-2.7708536118,2.0,251.77524166247375,66.4,12.0,3.3541000000000016,271.40099999999995,0.0
CCCCCCCCC(O)=O,-2.7221977641,1.0,99.73585546369786,37.3,7.0,2.821600000000001,158.241,0.0
OC(=O)c1ccc2cc(O)ccc2c1,-3.2789428853,2.0,502.858845345137,57.53,1.0,2.2436,188.182,0.7142857142857143
CC(C)(C)c1ccc(C=C)cc1,-4.5633510279000005,0.0,259.0849389236156,0.0,1.0,3.627100000000003,160.25999999999996,0.5
Cc1cc(C)cc(c1)C(Cl)=O,-3.3292897203,1.0,271.3642492178085,17.07,1.0,2.6824400000000006,168.62299999999996,0.5454545454545454
[OH-].[OH-].[Cu++].[Cu++].[O-]C([O-])=O,-5.1432191168,5.0,33.409909534217064,123.19,0.0,-2.8056000000000005,221.11399999999998,0.0
o1c(cnc1c2ccccc2)c3ccccc3,-5.5532102962,2.0,545.1315320464445,26.03,2.0,4.008600000000002,221.25900000000001,1.0
CCC(N)(CO)CO,0.9015785325,3.0,53.184347045034414,66.48,3.0,-0.9215000000000002,119.16399999999997,0.0
O[Cr](=O)(=O)O[Cr](O)(=O)=O.c1ccncc1.c2ccncc2,0.3990871293999999,7.0,560.944310992934,143.75,2.0,0.5006000000000002,376.20500000000004,0.5714285714285714
[NH3+][C@H]1CCCC[C@H]1[NH3+],0.8890064826,0.0,62.92878689342031,55.28,0.0,-1.218599999999999,116.208,0.0
[Na+].[O-]CCS,0.9537303441,2.0,11.609640474436812,23.06,1.0,-3.7194999999999996,100.11800000000001,0.0
O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4,-1.495423095,9.0,604.5390164761754,103.59,6.0,-2.6318999999999972,297.267,0.2857142857142857
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0.5055163708,4.0,382.84686810949546,29.950000000000003,6.0,1.577,265.40099999999995,0.3157894736842105
[Cs+].OC=O,0.6746872011,1.0,13.509775004326938,37.3,0.0,-3.2952000000000004,178.93,0.0
OC(=O)COCCOCC(O)=O,0.6709250275,4.0,136.11730005192325,93.06,7.0,-0.8111999999999999,178.14,0.0
COCNC(=O)C(C)=C,0.7919653131000001,2.0,120.22626787690945,38.33,3.0,0.2826,129.159,0.0
[Na+].[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CCN(CC([O-])=O)CC([O-])=O,0.2012984367,13.0,501.2696222349507,210.37,16.0,-24.338099999999972,503.2590000000004,0.0
CCCCNC1CC(C)(C)NC(C)(C)C1,0.5746150304,2.0,180.71263381833467,24.06,4.0,2.6853000000000007,212.38099999999997,0.0
NC(N)=O.OC[P+](CO)(CO)CO.O[S]([O-])(=O)=O,0.4036921179,8.0,274.5700807782033,227.45999999999998,4.0,-3.1683999999999997,312.237,0.0
[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(N)nc(Cl)n2)ccc1N=Nc3cc4c(cc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O,-1.0000005869,17.0,2174.1305338304073,328.15999999999997,8.0,-7.365700000000002,740.0010000000003,0.4782608695652174
CC(C)(C)OO,0.8846472262999999,2.0,35.30296890880646,29.46,0.0,1.2745,90.12199999999999,0.0
[Na+].CC1=NN(C(=O)C1N\N=C\2C=C(C=C(Cl)C2=O)[N+]([O-])=O)c3ccc(cc3)[S]([O-])(=O)=O,-0.8385771725,10.0,1191.2140548020902,174.47,5.0,-2.5025999999999975,475.80200000000025,0.1935483870967742
[Cl-].NC(N)=O.OC[P+](CO)(CO)CO,0.4251118411999999,5.0,124.57391295560589,150.03,4.0,-5.168999999999996,250.61899999999997,0.0
CC(O)CN(CC(C)O)C(=O)CCCCC(=O)N(CC(C)O)CC(C)O,0.2109933627,6.0,354.4854986630923,121.54,13.0,-0.2727999999999981,376.4940000000001,0.0
OC(=O)CCS,0.754917543,2.0,52.75488750216347,37.3,2.0,0.3909000000000001,106.146,0.0
[H+].[Cl-].COC(=O)C(N)CO,0.5774207675,4.0,92.5718890567307,72.55,2.0,-4.404499999999998,155.581,0.0
CC1(C)COC(=O)C1O,0.6515307225,3.0,139.23839910900196,46.53,0.0,-0.06969999999999993,130.143,0.0
[Na+].[Cr+3].Cc1nn(c([O-])c1N=Nc2cc(Cl)c(cc2[O-])[S](N)(=O)=O)c3ccccc3.Cc4nn(c([O-])c4N=Nc5cc(Cl)c(cc5[O-])[S](N)(=O)=O)c6ccccc6,-2.6924708964999997,16.0,2484.42291590392,297.64,8.0,1.089740000000003,886.6319999999998,0.6071428571428571
CN(C)CCOCCN(C)CCO,0.4764657364,4.0,109.7878239945218,35.94,8.0,-0.5112999999999988,190.28699999999998,0.0
NC#N,1.1245149893000002,2.0,24.264662506490406,49.81,0.0,-0.57382,42.041,0.0
NCCN1CCNC1=O,0.6335459397,2.0,114.77073485399345,58.36,2.0,-1.0296999999999998,129.16299999999998,0.0
[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2ccc(cc2)[S](=O)(=O)CCO[S]([O-])(=O)=O)c(cc3C=C(/C(=N/Nc4ccc(cc4)[S](=O)(=O)CCO[S]([O-])(=O)=O)C(=O)c13)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.2552865172,24.0,2878.0092204595267,407.73999999999995,16.0,-12.34420000000002,991.8320000000004,0.3
[Cl-].CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,0.0729096485,2.0,749.0559431822329,18.46,11.0,3.0764000000000022,448.09100000000024,0.3870967741935484
CC(C)(CO)[C@@H](O)C(=O)NCCCO,0.3944261529,4.0,181.65076769132014,89.79,6.0,-1.1355999999999997,205.25399999999996,0.0
CN(C)CCCN1CN(CCCN(C)C)CN(CCCN(C)C)C1,0.1642130702,6.0,254.3352357018956,19.440000000000005,12.0,0.6336000000000044,342.57600000000014,0.0
[Cr].CC([O-])=O,0.6534905512,2.0,30.62919048309068,40.129999999999995,0.0,-1.2463000000000002,111.03999999999999,0.0
C[C@@H]1O[C@@H](O[C@@H]2[C@H](C)O[C@@H](O)[C@@H](O[S](O)(=O)=O)[C@@H]2O[S](O)(=O)=O)[C@@H](O[S](O)(=O)=O)[C@H](O[C@@H]3O[C@@H](C)[C@@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O[C@@H]5O[C@@H](C)[C@@H](O)[C@@H](O[S](O)(=O)=O)[C@@H]5O[S](O)(=O)=O)[C@@H]4O[S](O)(=O)=O)[C@@H](O[S](O)(=O)=O)[C@@H]3O[S](O)(=O)=O)[C@@H]1O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@@H]7O)C(O)=O)[C@H](O)[C@@H]6O)C(O)=O,-0.5892058636,54.0,4303.27345185221,1017.8400000000008,33.0,-16.967800000000004,1941.6720000000023,0.0
CC(O)CN(CC(C)O)CC(C)O,0.4173208759,4.0,102.25378417812814,63.93000000000001,6.0,-0.5691999999999999,191.271,0.0
[Cl-].NCCCC[C@H](N)C(O)=O.[H+],0.4373479501,3.0,115.72120767599534,89.34,5.0,-3.3561999999999976,182.65099999999998,0.0
[Na+].CC(C)(C[S]([O-])(=O)=O)NC(=O)C=C,0.3386928662,4.0,309.6514844544032,86.29999999999998,4.0,-3.383599999999997,229.23299999999998,0.0
CC1(O)CC(C)(O)OO1,0.5714408419,4.0,104.12640240679957,58.92,0.0,-0.24470000000000008,134.131,0.0
NCCNCCNCCNCCNCCN,0.3327787326,6.0,107.87688186441234,100.16,13.0,-2.7377999999999965,232.37599999999998,0.0
CN(C)CCCNC1CC(C)(C)NC(C)(C)C1,0.316191362,3.0,217.62182137902207,27.299999999999997,5.0,1.8369,241.42299999999997,0.0
[Na+].CC(C)COC(=O)CC(C(=O)OCC(C)C)[S]([O-])(=O)=O,0.1773743212,7.0,430.8868957939798,109.80000000000001,8.0,-2.307299999999996,332.35,0.0
[Na+].CC(C)CC(C)OC(=O)CC(C(=O)OC(C)CC(C)C)[S]([O-])(=O)=O,0.1096259345,7.0,516.5762723476629,109.80000000000001,10.0,-0.7500999999999969,388.45800000000014,0.0
[Na+].CCCCC(CC)CO[S]([O-])(=O)=O,0.3329637961,4.0,215.38116894342198,66.43,7.0,-1.3163999999999985,232.277,0.0
[Na+].CCC([O-])=O,0.716422901,2.0,44.057856410969926,40.129999999999995,1.0,-3.8496999999999995,96.06099999999999,0.0
[Na+].[Na+].[Na+].OC1=CC(=O)\C(C=C1N=Nc2ccc(N=Nc3ccc(Nc4ccc(cc4[S]([O-])(=O)=O)[N+]([O-])=O)cc3)c5c2cccc5[S]([O-])(=O)=O)=N/Nc6ccc(Nc7ccc(cc7[S]([O-])(=O)=O)[N+]([O-])=O)cc6,-0.3225773366,23.0,3618.583722440825,393.06999999999994,15.0,-1.2565999999999955,1050.866,0.4788732394366197
Cc1ccc(cc1)[S](O)(=O)=O.CC2(C)CC(N)CC(C)(CN)C2,0.1572981869,4.0,611.2305798765855,106.41,2.0,2.7305200000000003,342.50500000000017,0.2608695652173913
[Na+].[O-]C(=O)C=C,0.7150841112,2.0,59.813537528125096,40.129999999999995,1.0,-4.073699999999999,94.04499999999999,0.0
[OH-].C[N+](C)(C)CCO,0.6032053211,2.0,48.88058452123625,50.230000000000004,2.0,-0.49190000000000017,121.17999999999999,0.0
[Na+].[K+].Oc1ccc2ccccc2c1N=Nc3ccc(cc3)N=Nc4cccc(c4)[S](=O)(=O)Nc5ccc6cc(cc(c6c5)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.2096462437,13.0,2678.180965717582,230.23999999999998,9.0,1.146400000000001,777.8350000000003,0.6274509803921569
CC(CCN)CC(C)(C)CN,0.4781562172999999,2.0,99.73585546369786,52.04,5.0,1.3462999999999998,158.28899999999996,0.0
[Na+].CCCCCCCCO[S]([O-])(=O)=O,0.2872063056,4.0,203.38681888742906,66.43,8.0,-1.1722999999999988,232.277,0.0
CCNc1ccc(cc1C)C(c2ccc(NCC)c(C)c2)=C3C=CC(=NCC)C(=C3)C.CC(O)=O,-1.0232212865,4.0,1108.619239113004,73.72,7.0,7.036840000000007,473.66100000000023,0.34285714285714286
